Time Period,Date,Document ID,Sentence ID,Headline,Chunk Text,Motivation,Label,Entity,Country Code,Entity Type,Theme Matching Label,Theme Matching Motivation,motivation,label
Sep 2025,2025-09-20,604B85E6E5FAFC4537F92CF430D5D1D3,604B85E6E5FAFC4537F92CF430D5D1D3-4,"Trump to Impose $100,000 Fee Per Year for H-1B Visas, in Blow to Tech","Musk, himself a naturalized US citizen born in South Africa, has held an H-1B visa.
Some employers have exploited the program to hold down wages, disadvantaging US workers, according to the executive order Trump signed on Friday.
The number of foreign science, technology, engineering and mathematics (STEM) workers in the US more than doubled between 2000 and 2019 to nearly 2.5 million, even as overall STEM employment only increased 44.5% during that time, it said.
MOVE COULD DETER GLOBAL TALENT 
Adding new fees ""creates disincentive to attract the world's smartest talent to the US,"" said Deedy Das, partner at venture capital firm Menlo Ventures, on X. ""If the US ceases to attract the best talent, it drastically reduces its ability to innovate and grow the economy.""","The sentence discusses how adding new fees could deter global talent from coming to the US, which directly relates to the theme of how a proposed tax may hinder recruitment of skilled H-1B visa workers. It emphasizes the negative impact on the ability to attract top talent, which is crucial for innovation and economic growth.",New tax may hinder recruitment of skilled H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the potential negative impact of introducing new fees on H-1B visas, specifically mentioning that it could deter global talent from coming to the US. This directly relates to the theme of 'Introduction of a high fee on H-1B visas' as it highlights the consequences of such a fee on attracting skilled workers.","Donald Trump is mentioned in relation to an executive order he signed, but the sentence does not quote anything he explicitly said. It discusses actions taken by Trump rather than his words.",narrative
Sep 2025,2025-09-20,5AF9D6D69BCD5CC5EF0995E24928D6FE,5AF9D6D69BCD5CC5EF0995E24928D6FE-1,"H1-B visa price hike: How this will impact Indian engineers, technicians and others who want to work in the US","A new policy signed by President Trump imposes a hefty $100,000 annual fee on companies sponsoring H-1B visas, disproportionately affecting Indian tech workers who constitute the majority of recipients. Major tech firms like Amazon and Microsoft are scrambling to adjust hiring strategies, potentially reducing opportunities for entry-level Indian professionals and impacting international travel for current visa holders. Indian professionals, especially engineers and other tech workers, who want to work in the US are now facing a very different situation as President Donald Trump signed an order that puts a high annual fee of $100,000 on companies that want to sponsor H-1B visas.","The sentence discusses a new policy that imposes a significant fee on companies sponsoring H-1B visas, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. It highlights the financial burden on companies and the potential consequences for hiring practices, particularly affecting Indian tech workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly discusses a new policy that imposes a $100,000 annual fee on companies sponsoring H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also highlights the impact on Indian tech workers and major tech firms, reinforcing the connection to the high fee introduction.","Donald Trump is mentioned as having signed a policy that imposes a fee on H-1B visas, but the sentence describes an action he has taken rather than quoting something he has explicitly said.",narrative
Sep 2025,2025-09-20,64987144D548CF0DAF7CA3A660B0198D,64987144D548CF0DAF7CA3A660B0198D-1,H-1B Visas Have Been Transformed. Here's What You Need to Know About the Changes,"The Trump Administration said it would charge companies $100,000 per year for H-1B visas, a policy that will likely to hire skilled workers from around the world.
The move comes amid a widespread effort by the administration to crack down on both illegal and legal immigration to the United States. It was unveiled on the same day as President Donald Trump rolled out a """" that would grant U.S. residency for those willing to pay $1 million.","The sentence discusses a proposed tax of $100,000 per year for H-1B visas, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. It highlights the financial implications for companies hiring skilled workers under this visa category.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions the Trump Administration's plan to charge companies $100,000 per year for H-1B visas, which directly relates to the theme of introducing a high fee on H-1B visas. This clear connection to the fee structure makes the sentence relevant to the theme.","Donald Trump is mentioned in the context of the administration's actions regarding H-1B visas, but the sentence does not quote anything that he has explicitly said. It describes actions taken by the Trump Administration rather than direct quotes from Donald Trump himself.",narrative
Sep 2025,2025-09-20,7F3EB2E092E286ED7F2945F0C8EC4BD5,7F3EB2E092E286ED7F2945F0C8EC4BD5-2,H-1B visa fee hike likely to hit Indian IT firms by $1 billion: Sandip Agarwal of Sowilo Investment Managers,"Speaking to CNBC-TV18, Agarwal explained the financial impact through a simple calculation: ""The top five Indian IT companies together clock about $80 billion in revenues. Roughly 10,000 visas come from these firms. If you multiply that by $100,000, the hit is about $1 billion."" \r He added that this $1 billion translates to nearly a 7% squeeze on operating margins, which could weigh heavily on profitability.\r According to Agarwal, the increased cost burden underscores the need for Indian IT majors to rethink workforce planning and optimize resource deployment, as such policy moves directly affect cost structures and competitiveness.\r Trump's $100,000 H-1B visa fee hike will hit Indians the hardest, says AVIC President","The sentence discusses the financial impact of increased costs associated with H-1B visas on Indian IT companies, specifically mentioning a significant squeeze on operating margins and the need to rethink workforce planning. This aligns with the theme of 'Tax increases operational costs for companies employing H-1B visa workers.'",Tax increases operational costs for companies employing H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the financial impact of a proposed $100,000 fee on H-1B visas, specifically how it would affect Indian IT companies. It directly relates to the theme of the introduction of a high fee on H-1B visas by quantifying the financial burden and its implications for profitability and workforce planning.","Donald Trump is mentioned in relation to the $100,000 H-1B visa fee hike, but the sentence does not provide a direct quote from him. Instead, it discusses the implications of the fee hike attributed to him without quoting his words. Therefore, it is unclear if this is something he explicitly said.",narrative
Sep 2025,2025-09-20,7E2BA3584770F4BD5CD339E7227B464E,7E2BA3584770F4BD5CD339E7227B464E-8,H-1B Visa Fee in INR: Then Vs Now,"Brain Drain Diversion: Canada, the UK, and Australia, which offer cheaper and friendlier immigration policies, may attract the very talent the US wants to retain.
Green Card Backlog Nightmare: Indians already face a decades-long wait for permanent residency. Repeated renewals at Rs 88 lakh each could make long-term settlement nearly impossible.
Trump's Gold Card vs H-1BAlongside the H-1B hike, Trump introduced a ""Gold Card"" visa priced at:","The sentence discusses how other countries with more favorable immigration policies may attract talent away from the US, which relates to the theme of companies potentially struggling to develop a robust talent pipeline for H-1B visa roles due to the proposed tax and its implications on recruitment.",Companies may struggle to develop a robust talent pipeline for H-1B visa roles.,Donald Trump,,PEOP,related,"The sentence discusses the introduction of a high fee on H-1B visas in the context of Trump's policies, specifically mentioning a 'H-1B hike' which directly relates to the theme of high fees on H-1B visas. Therefore, it is relevant to the theme.","Donald Trump is mentioned in relation to introducing a 'Gold Card' visa, but the sentence does not provide a direct quote of something he has said. It describes an action he took rather than his words.",narrative
Sep 2025,2025-09-20,7DA42BC7B1B86F9CE2754BF2351F099D,7DA42BC7B1B86F9CE2754BF2351F099D-4,"Are you safe from Trump's $100,000 H-1B visa hit? Check here","Who is safe from Trump's latest move?
The H-1B fee is likely to face legal challenges. But if it survives, companies that hire skilled international workers would have to pay $100,000 each year for any employee working on the visa, for up to six years. This change will affect both new applicants and those renewing their visas. The H-1B visas are approved for a period of three to six years. So, those who just got their visas are safe from this for time being.","The sentence discusses the potential financial implications of a new fee associated with H-1B visas, which directly relates to the operational costs for companies employing H-1B visa workers. It highlights the significant annual fee that companies would need to pay, which aligns with the theme of increased operational costs due to H-1B visa taxes.",Tax increases operational costs for companies employing H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the introduction of a high fee on H-1B visas, specifically mentioning a $100,000 fee that companies would have to pay for each employee on the visa. This directly relates to the theme of the article, which is about the implications of this fee. Therefore, the connection to the theme is clear.","Donald Trump is mentioned in the context of a move related to H-1B visas, but the sentence does not quote anything that he has explicitly said. It discusses the implications of a fee increase without providing a direct quote from Trump.",narrative
Sep 2025,2025-09-20,7DA42BC7B1B86F9CE2754BF2351F099D,7DA42BC7B1B86F9CE2754BF2351F099D-1,"Are you safe from Trump's $100,000 H-1B visa hit? Check here","The Trump administration said on Friday it would ask companies to pay $100,000 per year for H-1B worker visas, potentially dealing a big blow to the technology sector that relies heavily on skilled workers from India as well as China.","The sentence discusses a proposed tax of $100,000 per year for H-1B worker visas, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. It highlights the potential negative impact on the technology sector that relies on these skilled workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence directly discusses the Trump administration's proposal to impose a $100,000 fee for H-1B worker visas, which is clearly related to the theme of introducing a high fee on H-1B visas. It highlights the potential impact on the technology sector, reinforcing the connection to the theme.","Donald Trump is mentioned in the context of the administration's actions regarding H-1B visas, but the sentence does not quote something that he explicitly said. It describes a decision made by the Trump administration rather than a direct statement from Donald Trump himself.",narrative
Sep 2025,2025-09-20,7C8499C84CDED794243D47E01D50DE95,7C8499C84CDED794243D47E01D50DE95-4,"America's loss will be India's gain: Kant on $100,000 H-1B visa fee","US asks firms to pay $100,000 for H-1B visas
Trump on Friday signed an executive order requiring companies to pay $100,000 annually for each H-1B visa worker, along with stricter wage requirements, to curb programme abuse and prioritise hiring American workers. The policy applies to new and renewal applications and introduces a 'gold card' programme for wealthy investors, offering expedited visas for up to $2 million.","The sentence discusses a new executive order that requires companies to pay a significant fee for H-1B visas, which directly relates to the proposed tax impacting companies employing H-1B visa holders. It highlights the financial burden placed on companies due to the new requirements.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence directly discusses the introduction of a $100,000 fee for H-1B visas as mandated by an executive order, which is clearly related to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump signed an executive order requiring companies to pay $100,000 annually for each H-1B visa worker, which indicates an action he has taken rather than something he has explicitly said.",narrative
Sep 2025,2025-09-20,793FFD52AB11BD84825BB16AD823A670,793FFD52AB11BD84825BB16AD823A670-1,"Trump's $100,000 H-1B fee: India gains, US economy may suffer, say experts","Experts say US companies may accelerate establishing global capability centers in India, leveraging remote work, and cultural adaptation to outsourcing
The new H-1B visa cost of $100,000 per employee decreed by the Trump administration may lead to greater opportunity for Indian businesses, at the cost of crushed dreams of individual Indians and near-term uncertainty among the Indian diaspora, said experts.","The sentence discusses how the new H-1B visa cost may influence US companies to establish global capability centers in India, which relates to the theme of companies rethinking global strategies to attract H-1B visa talent. It highlights the operational shifts companies may make in response to increased costs associated with H-1B visas.",Companies may need to rethink global strategies to attract H-1B visa talent.,Donald Trump,,PEOP,related,"The sentence directly discusses the new H-1B visa cost of $100,000, which is the central theme of the article. It highlights the implications of this high fee on both US companies and Indian businesses, making it clearly related to the introduction of a high fee on H-1B visas.","Donald Trump is mentioned in relation to the decree of the new H-1B visa cost, but the sentence does not quote something he explicitly said. It describes an action taken by the Trump administration rather than a direct quote from him.",narrative
Sep 2025,2025-09-20,6F107CA1BE9510C5D80ADE5CBA02CA87,6F107CA1BE9510C5D80ADE5CBA02CA87-1,H-1B visa fee hike disruptive but may boost local hiring: Ex-Nasscom chief,"The move is a protectionist measure by the US government and it would also affect American companies as it would be difficult to get talented manpower into the US, he said
US President Donald Trump's decision to raise H1-B visa fee to USD 1,00,000 annually poses significant cost challenges to Indian IT companies and will be disruptive in near term, said Former Chairman of Nasscom BVR Mohan Reddy on Saturday.","The sentence discusses the increase in H-1B visa fees and its impact on American companies, particularly highlighting the challenges in recruiting talented manpower. This aligns with the theme of a proposed tax impacting companies employing H-1B visa holders and the potential hindrance to recruitment of skilled H-1B visa workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions the increase in H-1B visa fees to USD 100,000 annually and discusses its impact on Indian IT companies, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in the context of a decision regarding the H-1B visa fee, but the sentence does not quote him directly. Instead, it reports on what a former chairman of Nasscom said about Trump's decision. Therefore, it does not contain a direct quote from Donald Trump.",narrative
Sep 2025,2025-09-20,6E39696A07400CFD5DF7E9A81821A2FA,6E39696A07400CFD5DF7E9A81821A2FA-4,"New US H-1B visa fee could disrupt Indian IT operations, says industry body","It also said the new policy could have ""ripple effects"" on the U.S. innovation ecosystem and on global job markets, pointing out that for companies, ""additional cost will require adjustments"".
Microsoft, JPMorgan and Amazon responded to the announcement by advising employees holding H-1B visas to remain in the United States, according to internal emails reviewed by Reuters.
Since taking office in January, President Donald Trump has launched a broad crackdown on immigration, including efforts to limit certain forms of legal immigration.","The sentence discusses how the new policy may lead to adjustments for companies due to additional costs, which aligns with the theme of how tax increases operational costs for companies employing H-1B visa workers. It also hints at broader implications for innovation and job markets, which connects to the potential impact on innovation driven by H-1B visa talent.",Tax increases operational costs for companies employing H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the potential impacts of a new policy related to H-1B visas, including increased costs for companies and adjustments they may need to make. This aligns with the theme of introducing a high fee on H-1B visas, as it implies that the fee could disrupt operations and affect the job market. Therefore, it is related to the theme.","Donald Trump is mentioned in the context of actions he has taken regarding immigration policy, but the sentence does not quote anything he has explicitly said.",narrative
Sep 2025,2025-09-20,6D5ACB37A81B5A31E0F966EBA7B20DAD,6D5ACB37A81B5A31E0F966EBA7B20DAD-15,"$100,000 fee on H-1B to force hiring, strategy rethink for cos: Law firm JSA on US visa shocker","The Trump administration said that the USD 100,000 fee is aimed at ensuring that the people being brought into the country are ""actually very highly skilled"" and do not replace American workers.
The H-1B programme allows employers in the US to temporarily employ foreign workers in occupations that require the theoretical and practical application of a body of highly specialized knowledge and a bachelor's degree or higher in the specific specialty, or its equivalent.","The sentence discusses the intention behind the USD 100,000 fee imposed by the Trump administration, which is to ensure that foreign workers brought into the country are highly skilled and do not replace American workers. This relates to the theme of the proposed tax impacting companies employing H-1B visa holders, as it highlights the regulatory environment surrounding H-1B visa employment.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the USD 100,000 fee imposed by the Trump administration on H-1B visas, explaining its purpose and context. This directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned in the context of the Trump administration's statement, but the sentence does not quote anything that Donald Trump has explicitly said. Instead, it describes the administration's position on the fee without direct quotes from him.",narrative
Sep 2025,2025-09-20,699611A6707A500B0E372791FCAE1E05,699611A6707A500B0E372791FCAE1E05-2,"$100,000 H-1B visa fee to hit US tech firms hardest: Govt sources","""In a positive sense, more companies will be setting up global capability centres (GCCs) to meet the shortage of talent,"" the official added.\r The government also expects that the proclamation could face legal challenges in the United States, given its sweeping impact on employers and foreign workers alike.\r On Friday, US President Donald Trump a proclamation restricting the entry of H-1B visa holders and sharply increasing the application fee to $100,000.\r The H-1B program allows U.S. companies to hire foreign workers for high-skilled roles that cannot be easily filled by American citizens or permanent residents. Under the new order, employers seeking to sponsor foreign workers must now pay $100,000 per visa annually, a drastic rise from previous costs.\r Also read","The sentence discusses the proclamation that restricts the entry of H-1B visa holders and significantly increases the application fee, which directly relates to the proposed tax impacting companies employing H-1B visa holders. The mention of the increased costs and its implications for employers aligns with the theme of how such a tax affects companies' operations and hiring practices.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions a sharp increase in the application fee for H-1B visas to $100,000, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It discusses the implications of this fee increase on employers and foreign workers, making the connection clear.","Donald Trump is mentioned in the context of a proclamation he made regarding H-1B visa holders and the associated fee increase. However, the sentence does not quote anything he explicitly said; it only states what he did (issued a proclamation). Therefore, it does not meet the criteria for a direct quote.",narrative
Sep 2025,2025-09-20,D09061218F5439E248105141E52CAF2C,D09061218F5439E248105141E52CAF2C-2,Here's how Trump is changing the H-1B visa program,"President Donald Trump is overhauling a visa program intended for high-skilled workers by hiking the application fee to $100,000 annually from $215. It's the latest step from the Trump administration aimed at limiting legal immigration. The move could shake up hiring strategies in major industries like technology, finance, health care and higher education. The H-1B visa program aims to bring in foreign workers for high-skilled, hard-to-fill jobs. Historically, these visas have been awarded through a lottery system. Opponents argue that businesses are abusing the program to pay overseas workers lower wages. At a press conference on Friday, Commerce Secretary Howard Lutnick said the steeper application fee will incentivize companies to hire Americans instead.","The sentence discusses the increase in application fees for the H-1B visa program, which directly relates to the proposed tax impacting companies employing H-1B visa holders. It highlights how the fee hike could influence hiring strategies and potentially lead companies to prioritize domestic candidates over H-1B visa applicants.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly discusses the increase in the application fee for the H-1B visa program from $215 to $100,000, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also provides context about the implications of this fee increase on hiring strategies and the administration's goals regarding immigration.","Donald Trump is mentioned as the President who is overhauling the visa program, but the sentence does not quote anything he has explicitly said. It describes actions taken by his administration rather than direct quotes from him.",narrative
Sep 2025,2025-09-20,B148ABB0CFCBEFADC514D6D6BD230433,B148ABB0CFCBEFADC514D6D6BD230433-1,"New H-1B visa rules to choke US innovation, turbocharge India's growth: Amitabh Kant","New H-1B visa rules to choke US innovation, turbocharge India's growth: Amitabh Kant
New Delhi, Sep 20 (IANS) US President Donald Trump's decision to impose $100,000 annual fee on H-1B visa will choke innovation in America, while benefitting Indian IT and tech firms, former G20 Sherpa Amitabh Kant said on Saturday.
In a major setback for Indian tech professionals working in the United States and top tech companies, Trump has signed a proclamation to significantly curtail the H-1B visa programme.","The sentence discusses the imposition of a $100,000 annual fee on H-1B visas and its potential negative impact on innovation in the US, which aligns with the theme of how tax may impact innovation driven by H-1B visa talent.",Tax may impact innovation driven by H-1B visa talent.,Donald Trump,,PEOP,related,"The sentence explicitly mentions the imposition of a $100,000 annual fee on H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It discusses the implications of this fee on US innovation and Indian tech firms, making the connection clear.","Donald Trump is mentioned in the context of a decision he made regarding the H-1B visa, but the sentence does not quote something he explicitly said. Instead, it describes an action he took (signing a proclamation) and includes a statement from Amitabh Kant about the implications of that decision.",narrative
Sep 2025,2025-09-20,DFDA46715896C285258940C974C6DAA9,DFDA46715896C285258940C974C6DAA9-1,"'If foreign worker valuable enough': Lutnick backs Trump's H-1B crackdown, says US only wants 'top, valuable people'","Commerce Secretary Lutnick says the new policy ensures only ""top, top people"" gain entry, urging companies to prioritize hiring Americans.
US President Donald Trump
US President Donald Trump signed a proclamation imposing a $100,000 annual fee on H-1B visa applications. This move has sent shockwaves through the US tech sector and raised questions about American immigration priorities.","The sentence discusses a new policy that includes a significant fee on H-1B visa applications, which directly relates to the proposed tax impacting companies employing H-1B visa holders. It also implies that this policy may lead companies to prioritize hiring Americans over H-1B visa applicants due to the increased costs associated with the new fee.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions the introduction of a $100,000 annual fee on H-1B visa applications, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. Additionally, it discusses the implications of this fee on the US tech sector and immigration priorities, reinforcing the connection.","Donald Trump is mentioned in the context of signing a proclamation, which indicates an action he has taken rather than something he has explicitly said. Therefore, the sentence does not contain a direct quote from Donald Trump.",narrative
Sep 2025,2025-09-20,DCBC2F808DED01CC30E4AC74C10A5B8D,DCBC2F808DED01CC30E4AC74C10A5B8D-1,"White House clarifies $100,000 H-1B fee only for new applicants: Reports","The H-1B fee is likely to face legal challenges. But if it survives, companies that hire skilled international workers would have to pay $100,000 each year
The H1-B visa fee of $100,000 would be applicable only to new applicants, a White House official clarified on Saturday, a day after President Donald Trump signed a proclamation raising the fee on the visas used by companies to hire workers, including from India, to live and work in the US.","The sentence discusses the new fee imposed on H-1B visas and its implications for companies hiring skilled international workers, which directly relates to the proposed tax impacting companies employing H-1B visa holders.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the introduction of a $100,000 fee on H-1B visas, specifically mentioning that it would apply to new applicants and is a result of a proclamation signed by President Trump. This directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump signed a proclamation raising the fee on the visas, but the sentence does not quote anything that he explicitly said.",narrative
Sep 2025,2025-09-20,DCB4CED4BE66FCD846380F2E87A79DB2,DCB4CED4BE66FCD846380F2E87A79DB2-1,"""Startups may face hiring challenges,"" says former advisor Ajay Bhutoria on $100,000 H-1B visa fee","The Trump administration has imposed a US $100,000 annual fee on H-1B visas, that is expected to reshape how US companies hire foreign skilled workers. According to a PTI report, the decision, announced on September 21, 2025, is likely to affect Indian IT firms the most, as they are among the largest users of the programme.","The sentence discusses a new fee imposed on H-1B visas that is expected to reshape hiring practices for US companies, particularly affecting how they recruit foreign skilled workers. This aligns with the theme of a proposed tax impacting companies employing H-1B visa holders.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly states that the Trump administration has imposed a $100,000 annual fee on H-1B visas, which directly relates to the theme of the introduction of a high fee on H-1B visas. It also discusses the implications of this fee on US companies and Indian IT firms, reinforcing the connection to the theme.","Donald Trump is mentioned in relation to the actions of the Trump administration, but the sentence does not quote anything that Donald Trump has explicitly said. It describes a decision made by the administration rather than a statement from Trump himself.",narrative
Sep 2025,2025-09-20,DCB4CED4BE66FCD846380F2E87A79DB2,DCB4CED4BE66FCD846380F2E87A79DB2-4,"""Startups may face hiring challenges,"" says former advisor Ajay Bhutoria on $100,000 H-1B visa fee","ALSO READ: Microsoft, Amazon, TCS, Apple: Tech giants that could be hit hardest by Trump's $100,000 H-1B visa fee
Commerce Secretary Howard Lutnick explained the fee as a strategic measure. During a press call, he said the hike was designed to eliminate what the administration considers lower-skilled training positions while safeguarding opportunities for highly skilled workers.",The sentence discusses a proposed fee related to H-1B visas that aims to impact the hiring of lower-skilled positions while protecting opportunities for highly skilled workers. This aligns with the theme of a proposed tax impacting companies employing H-1B visa holders.,A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the $100,000 H-1B visa fee and its implications, which directly relates to the theme of the introduction of a high fee on H-1B visas. It explains the rationale behind the fee and its intended impact on the job market for skilled workers.","Donald Trump is mentioned in relation to the $100,000 H-1B visa fee, but the sentence does not quote anything that he has explicitly said. Instead, it discusses comments made by Commerce Secretary Howard Lutnick regarding the fee. Therefore, it does not meet the criteria for a direct quote from Donald Trump.",narrative
Sep 2025,2025-09-20,DCB4CED4BE66FCD846380F2E87A79DB2,DCB4CED4BE66FCD846380F2E87A79DB2-6,"""Startups may face hiring challenges,"" says former advisor Ajay Bhutoria on $100,000 H-1B visa fee","ALSO READ: Decoding Trump's $100,000 move on H-1B visas
The higher cost could make H-1B hiring financially viable only for positions requiring advanced expertise. Analysts believe the change will particularly affect Indian IT service providers like Infosys, TCS, and Wipro, which often deploy junior and mid-level engineers to US client sites.","The sentence discusses how higher costs associated with H-1B hiring may limit the financial viability of hiring for certain positions, particularly those that do not require advanced expertise. This aligns with the theme of 'Higher costs may deter companies from hiring H-1B visa candidates.'",Higher costs may deter companies from hiring H-1B visa candidates.,Donald Trump,,PEOP,related,"The sentence discusses the implications of a higher cost associated with H-1B visas, specifically mentioning how it could impact hiring practices and the types of positions that may be financially viable. This directly relates to the theme of 'Introduction of a high fee on H-1B visas'.",Donald Trump is not quoted in the sentence; it discusses the implications of a fee increase without directly stating anything he has said.,narrative
Sep 2025,2025-09-20,E84797F5EF826E5650B0557DC333191B,E84797F5EF826E5650B0557DC333191B-2,"White House plan reshapes foreign worker visas with new $100,000 annual fee","""The whole idea is no more will these big tech companies or other big companies train foreign workers. They have to pay the government $100,000, then they have to pay the employee, so it's just not [economical],"" Commerce Secretary Howard Lutnick told reporters on Friday as Trump signed the order. He added, ""All of the big companies are on board.""","The sentence discusses the financial burden imposed on companies due to the requirement to pay a significant amount to the government, which directly relates to the theme of increased operational costs for companies employing H-1B visa workers. It highlights how this new tax makes it economically unfeasible for companies to train foreign workers, aligning with the narrative of tax increasing costs and affecting hiring practices.",Tax increases operational costs for companies employing H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the financial implications of a new $100,000 fee that companies must pay for foreign workers, which directly relates to the introduction of a high fee on H-1B visas. It highlights the economic burden this fee places on companies, indicating a clear connection to the theme.","Donald Trump is mentioned in the context of signing an order, but the sentence does not quote anything he explicitly said. Instead, it quotes Commerce Secretary Howard Lutnick's comments about the implications of the order. Therefore, it does not meet the criteria for a direct quote from Donald Trump.",narrative
Sep 2025,2025-09-20,E84797F5EF826E5650B0557DC333191B,E84797F5EF826E5650B0557DC333191B-1,"White House plan reshapes foreign worker visas with new $100,000 annual fee","Commerce Secretary says big tech companies are 'on board' despite negative responses
President Donald Trump signed a proclamation on Friday that imposes a $100,000 annual fee on H-1B visas, thereby changing how foreign workers get hired within the U.S.","The sentence discusses a proclamation that imposes a fee on H-1B visas, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. The mention of the fee indicates a financial burden that could affect hiring practices.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions the introduction of a $100,000 annual fee on H-1B visas, which directly relates to the theme of the article about the high fee on H-1B visas. It clearly establishes a connection to the topic.","Donald Trump signed a proclamation regarding the H-1B visa fee, but this sentence does not quote something he explicitly said. It describes an action he took rather than a statement he made.",narrative
Sep 2025,2025-09-20,FA5A9E9BEFEA65065074BC8665822EA8,FA5A9E9BEFEA65065074BC8665822EA8-3,Big Tech and finance companies are telling H-1B employees to get to the US in under 24 hours,"Amazon, Microsoft, JPMorgan, and Meta are among those companies, per employees and internal communications reviewed by Business Insider.
On Friday, Trump signed an executive order requiring companies to pay a $100,000 fee for each H-1B application or renewal. The order, which takes effect on September 21 at 12:01 a.m. ET, effectively bars H-1B workers from reentering the country after that deadline unless their sponsoring employer pays the fee.","The sentence discusses an executive order that imposes a fee on companies for H-1B applications or renewals, which directly relates to the proposed tax impacting companies employing H-1B visa holders.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions an executive order signed by Trump that requires companies to pay a $100,000 fee for each H-1B application or renewal, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump signed an executive order regarding H-1B visa fees, but the sentence does not quote something he explicitly said. It describes an action he took rather than a statement he made.",narrative
Sep 2025,2025-09-20,F6144EC54B8DF3EA94D748AB93040FB0,F6144EC54B8DF3EA94D748AB93040FB0-2,"H-1B visa holders: Don't leave US, warn Amazon, Microsoft, JPMorgan","The reason is linked to US President Donald Trump's latest move. On Friday, Trump signed a proclamation imposing a $100,000 (about Rs 88 lakh) fee on H-1B visa applicants. The fee, which takes effect from September 21, could sharply raise costs for employers who rely on skilled workers from India and China.","The sentence discusses a new fee imposed on H-1B visa applicants, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. It highlights the financial implications for employers who depend on these skilled workers, indicating how this fee could affect their operational costs.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions a proclamation signed by President Trump that imposes a $100,000 fee on H-1B visa applicants, directly relating to the theme of introducing a high fee on H-1B visas. It also discusses the potential impact on employers, which reinforces the connection to the theme.","Donald Trump is mentioned in the context of signing a proclamation, which relates to an action he has taken rather than something he has explicitly said. Therefore, the sentence does not quote anything that Donald Trump has said.",narrative
